disposition	standard	vetted
GIVEN TO DR. SANFORD, DEC 24, 1932	voucher elsewhere	1
GIVEN TO DR. SANFORD-DEC 24, 1932	voucher elsewhere	1
GIVEN TO DR. WILLIAM H. PHELPS ON THE OCCASION OF 	voucher elsewhere	1
GIVEN TO EXCHANGE TO CANTERBURY MUSEUM, SEPT 21, 1	voucher elsewhere	1
GIVEN TO EXCHANGE TO FIELD MUSEUM OF NAT'L HIST. J	voucher elsewhere	1
GIVEN TO KANSAS UNIV. JAN 1954	voucher elsewhere	1
GIVEN TO KANSAS UNIV., FEB. 1954	voucher elsewhere	1
GIVEN TO L.C. SANFORD DATE UNKNOWN. C.O'B. 15 NOV 	voucher elsewhere	1
GIVEN TO LOUISIANA STATE UNIVERSITY, JAN 1981	voucher elsewhere	1
GIVEN TO M.C.Z., OCT 7, 1931	voucher elsewhere	1
GIVEN TO MAJOR ALLAN BROOKS AT THE REQUEST OF L.C.	voucher elsewhere	1
GIVEN TO MEXICO DEP'T GAME	voucher elsewhere	1
GIVEN TO MEXICO DEP'T OF GAME	voucher elsewhere	1
GIVEN TO MICHIGAN ST. UNIV.	voucher elsewhere	1
GIVEN TO MICHIGAN STATE UNIVERSITY	voucher elsewhere	1
GIVEN TO MISS DICKERSON FOR FLORIDA GROUP	voucher elsewhere	1
GIVEN TO MISS MAUD EARLE, 12 FEB 1930	voucher elsewhere	1
GIVEN TO MR. SHERWOOD, 10 APR 1905 (TO USE QUILLS)	voucher elsewhere	1
GIVEN TO MRS. CARL BUCKHEISTER	voucher elsewhere	1
GIVEN TO NEW GUIANA MUS.	voucher elsewhere	1
GIVEN TO NEW GUINEA	voucher elsewhere	1
GIVEN TO NEW GUINEA MUS	voucher elsewhere	1
GIVEN TO NEW GUINEA MUS.	voucher elsewhere	1
GIVEN TO NEW GUINEA MUSEUM	voucher elsewhere	1
GIVEN TO PUB. EDUC. MAY 1917	voucher elsewhere	1
GIVEN TO R. BOULTON IN EXCHANGE	voucher elsewhere	1
GIVEN TO ROTHSCHILD COLL. & RENUMBERED AMNH #65535	voucher elsewhere	1
GIVEN TO THE DEPARTMENT OF EDUCATION	voucher elsewhere	1
GIVEN TO THE DEPARTMENT OF EDUCATION, 13 APR 1944	voucher elsewhere	1
GIVEN TO THE DEPT OF MAMMALOGY, NOV 28, 1939	voucher elsewhere	1
GIVEN TO THE MAMMAL DEPT. FOR EXHIBITION IN THE MU	voucher elsewhere	1
GIVEN TO U.S. CUSTOMS, NOV 1940	voucher elsewhere	1
GIVEN TO UNION COUNTY PARK COMMISSION	voucher elsewhere	1
GIVEN TO UNIV. KANSAS FEB. 2, '54	voucher elsewhere	1
GIVEN TO VASSAR COLLEGE, MAR 1917	voucher elsewhere	1
GIVEN TO W.H. PHELPS, IN EXCHANGE, 9 SEP 1941	voucher elsewhere	1
GIVING IN EXCHANGE TO CORNELL UNIVERSITY, MAY 1972	voucher elsewhere	1
H,E,O		1
HOLOTYPE		1
HOLOTYPEON LOAN		1
HUMBOLDT	voucher elsewhere	1
IN COLLECTION	in collection	1
IN COLLECTION; WING MISSING	in collection	1
IN EXCHANGE E.B. SENNELT	voucher elsewhere	1
IN EXCHANGE WITH H.K. COALE	voucher elsewhere	1
IN EXCHANGE WITH L.A. FUERTES, DEC. 11, 1925	voucher elsewhere	1
IN EXCHGE FOR SORA (PORZANA) PRESENTED BY B. HORSF	voucher elsewhere	1
IN FREEZER	in collection	1
IN_COLLECTION	in collection	1
L.I. HIST. SOC.	voucher elsewhere	1
LENT TO N.Y. ZOOL. PARK (HERB KNOBLOCK), 20 JUL 19	voucher elsewhere	1
LOAN 2008-1 IN JAN 2008 TO DAVE LAMPE, DUQUESNE	voucher elsewhere	1
LOANED TO MR. SOUTHWICK	voucher elsewhere	1
LOANED TO NEW JERSEY AUDUBON SOCIETY	voucher elsewhere	1
LOST	missing	1
LOST - CORNELL UNIVESITY, 8 MAY 1969, A.[ILLEG].	missing	1
LOST 6/01	missing	1
LOST IN LAB	missing	1
LOST OCT2006	missing	1
LOST?	missing	1
M	missing	1
MD		1
MEASUREMENTS OF 3 SPECIMENS OF T.B LEUCOGASTER "PR		1
MISSING	missing	1
MISSING - BECAUSE COLLECTOR# INCORRECTLY RECORDED 	missing	1
MISSING - DURING AMCC INVENTORY	missing	1
MISSING - MAY BE ON EXHIBIT	missing	1
MISSING - NOT FOUND IN ANY ARA TRAY IN SKIN COLLEC	missing	1
MISSING - NOT FOUND IN ANY POLIOPTILA TRAY IN SKIN	missing	1
MISSING - NOT FOUND IN SKIN OR SKELETON COLLECTION	missing	1
MISSING - WHEN REQUESTED BY CARLA DOVE, USNM, FOR 	missing	1
MISSING - WHEN REQUESTED BY PAULA VEVERICA FOR INT	missing	1
MISSING 1/28/94 GM	missing	1
MISSING 12/1976	missing	1
MISSING 1995	missing	1
MISSING 2/1994	missing	1
MISSING 2/2	missing	1
MISSING 2/2002 PAH	missing	1
MISSING 2/2013 PAH	missing	1
MISSING 2004	missing	1
MISSING 24 JUL 2012	missing	1
MISSING 25 FEB 1992 (J.T. MARSHALL)	missing	1
MISSING 3/2013 PAH	missing	1
MISSING 4/0	missing	1
MISSING 5/0	missing	1
MISSING 5/09	missing	1
MISSING 5/1976	missing	1
MISSING 6/0	missing	1
MISSING 6/17/1969	missing	1
MISSING 7/0	missing	1
MISSING 7/14/08	missing	1
MISSING 7/2008	missing	1
MISSING 8/2008	missing	1
MISSING 8/2011	missing	1
MISSING 8/88 MTG	missing	1
MISSING 9/2008	missing	1
MISSING 9/9	missing	1
MISSING '98	missing	1
MISSING JULY 9, 1953	missing	1
MISSING JULY 9, 1953/DISCARDED AUG. 27, 1959	missing	1
MISSING JULY, 9 1953	missing	1
MISSING JUN2010	missing	1
MISSING MAY 2012	missing	1
MISSINGPARATYPE	missing	1
MISSING, 18 FEB 1976, R.F. P[ILLEG]SQUIER	missing	1
MISSING?	missing	1
MISSING9/04	missing	1
MMNS		1
MOUNT IN STORAGE	voucher elsewhere	1
MOUNT PLACED IN BIODIVERSITY HALL, JUNE 1998	voucher elsewhere	1
MOUNTED - GULL ISLAND - EXHIBIT, 12/7/70	voucher elsewhere	1
MOUNTED - SANFORD HALL	voucher elsewhere	1
MOUNTED & LOANED TO NEW JERSEY AUDUBON SOCIETY	voucher elsewhere	1
MOUNTED & PRESENTED TO MILWAUKEE MUSEUM AT REQUEST	voucher elsewhere	1
MOUNTED AND LOANED TO NEW JERSEY AUDUBON SOCIETY	voucher elsewhere	1
MOUNTED AND PRESENTED TO MRS. CARLL TUCKER, MAR 19	voucher elsewhere	1
MOUNTED AND PRESENTED TO WILLIAM VOGT, DECEMBER 19	voucher elsewhere	1
MOUNTED FOR BIRD ROCK GROUP JUNE 1901	voucher elsewhere	1
MOUNTED FOR BISON AND PRONGHORN GROUP, MAR 10,1942	voucher elsewhere	1
MOUNTED FOR DR. SANFORD, DEC 1933	voucher elsewhere	1
MOUNTED FOR EXHIBIT 2/1997	voucher elsewhere	1
MOUNTED FOR EXHIBIT, 2/19/1997	voucher elsewhere	1
MOUNTED FOR EXHIBITION IN SANFORD HALL	voucher elsewhere	1
MOUNTED FOR FIELD & SPECIMEN - DR. GOCHFELB	voucher elsewhere	1
MOUNTED FOR GALAPAGOS GROUP, 1938	voucher elsewhere	1
MOUNTED FOR GROUPS PRESENTED TO MR. H.P. WHITNEY, 	voucher elsewhere	1
MOUNTED FOR GROUPS TO MR. H.P. WHITNEY, NOVEMBER 1	voucher elsewhere	1
MOUNTED FOR KIDONG VALLEY GROUP NOV 1931	voucher elsewhere	1
MOUNTED FOR MALAY ARCHIPELAGO GROUP - 1942	voucher elsewhere	1
MOUNTED FOR MAN AND BIRD GROUP - 1945	voucher elsewhere	1
MOUNTED FOR MAN AND BIRD GROUP, 1945	voucher elsewhere	1
MOUNTED FOR MAN AND BIRD GROUP-1945	voucher elsewhere	1
MOUNTED FOR 'MAN-BIRDS' ALCOVE, SANFORD HALL 1941	voucher elsewhere	1
MOUNTED FOR MR. FREDERUCJ F. BREWSTER, JAN 31, 193	voucher elsewhere	1
MOUNTED FOR NEW CALEDONIA (CAPITIVITY, 1904) GROUP	voucher elsewhere	1
MOUNTED FOR NEW GUINEA MT. GROUP, APRIL 1940	voucher elsewhere	1
MOUNTED FOR NEW GUINEA MT. GROUP-APRIL 1940	voucher elsewhere	1
MOUNTED FOR PLAINS GROUP IN AFRICAN HALL - GIVEN T	voucher elsewhere	1
MOUNTED FOR SANFORD HALL	voucher elsewhere	1
MOUNTED FOR SANFORD HALL, DEC. 1941	voucher elsewhere	1
MOUNTED FOR SANFORD HALL, MAY 1960	voucher elsewhere	1
MOUNTED FOR SANFORD HALL, SEPT. 1982	voucher elsewhere	1
MOUNTED FOR SOLOMON GROUP-1942	voucher elsewhere	1
MOUNTED FOR SOLOMON ISLAND GROUP-1942	voucher elsewhere	1
MOUNTED FOR THE BOWER BIRD GROUP, MAY 1960	voucher elsewhere	1
MOUNTED FOR THE CANADA SPRUCE GROUP	voucher elsewhere	1
MOUNTED FOR THE JAPANESE GROUP, JUNE 1960	voucher elsewhere	1
MOUNTED FOR THE JAPANESE GROUP, JUNE 1961	voucher elsewhere	1
MOUNTED FOR THE LANDSCAPE HALL' OCTOBER, 1951	voucher elsewhere	1
MOUNTED FOR THE TIMBERLINE GROUP	voucher elsewhere	1
MOUNTED FOR THE WHITNEY DOME GROUP	voucher elsewhere	1
MOUNTED IN SANFORD HALL-DISCARDED AUGUST 1995 PRS	discarded	1
MOUNTED SANFORD HALL	voucher elsewhere	1
MOUNTED- SANFORD HALL	voucher elsewhere	1
MOUNTED TO GROUPS PRESENTED TO MR. H.P. WHITNEY	voucher elsewhere	1
MOUNTED-SANFORD HALL	voucher elsewhere	1
MT. DUIDA BIRDS SENT TO THE M.C.Z. ON BEHALF OF MR	voucher elsewhere	1
MT. FOR FORESTRY HALL	voucher elsewhere	1
MT. FOR SANFORD HALL	voucher elsewhere	1
MT'D FOR GALAPAGOS GROUP, 1938	voucher elsewhere	1
MT'D FOR GALAPAGOS GROUP. 1938	voucher elsewhere	1
MT'D FOR NEW GUINEA MT. GROUP, APRIL 1940	voucher elsewhere	1
MTD FOR NEW GUINEA MT. GROUP-APRIL 1940	voucher elsewhere	1
N		1
N.Y.C. AREA EXHIBIT	voucher elsewhere	1
N.Y.C. AREA EXHIBIT - RETURNED TO COLLECTION	in collection	1
NAT. MUS. M. IRWIN	voucher elsewhere	1
NAT. MUSE. M. IRWIN	voucher elsewhere	1
NAT. MUSEUM M. IRWIN	voucher elsewhere	1
NAT. MUSEUM OF SCI.	voucher elsewhere	1
NAT. MUSEUM, M. IRWIN	voucher elsewhere	1
NAT. MUSEUM., M. IRWIN	voucher elsewhere	1
NATURALIST C	voucher elsewhere	1
NO	voucher elsewhere	1
NO DATA, DISCARDED 7 APR 1941 (THIS OUTGOING NOTE 	discarded	1
NO DATA, DISCARDED 9 APR 1941	discarded	1
NO.		1
NO. 133 EXCHANGE COLL. OF E.A. MEARNS	voucher elsewhere	1
NO. 421051 SENT IN EXCHANGE WITH LEIDEN MUSEUM, NO	voucher elsewhere	1
NO. 462 EXCHANGE COLL. OF E.A. MEARNS	voucher elsewhere	1
NO. 783 EXCHANGE COLL. OF E.A. MEARNE	voucher elsewhere	1
NO`	voucher elsewhere	1
NO+	voucher elsewhere	1
NO=O	voucher elsewhere	1
NONPOISONED, FLAT; SKIN DISCARDED	discarded	1
NORMAL	in collection	1
NOT APPLICABLE		1
NOTE: 18 JUL 1910 THIS BIRD RETURNED TO THE DEALER	voucher elsewhere	1
NOV 1966;EXCHANGE H.B. HOUGH, ONTARIO, CANADA	voucher elsewhere	1
NOV. 1903; EXCHANGED WITH J & J MAILLIARD	voucher elsewhere	1
NYC AREA EXHIBIT, RETURNED TO COLLECTION 1-87	in collection	1
NYC EXHIBIT, SEPT 1983	voucher elsewhere	1
O		1
O, G		1
O,D		1
O,E		1
O,G		1
OE		1
ON EXHIBIT	voucher elsewhere	1
ON EXHIBIT - MOUNT TAKEN FROM BIOLOGY OF BIRDS HAL	voucher elsewhere	1
ON EXHIBIT - MOUNTED FOR EXHIBITION IN BIODIVERSIT	voucher elsewhere	1
ON EXHIBIT - MOUNTED FOR EXHIBITION IN OLYMPIC FOR	voucher elsewhere	1
ON EXHIBIT - MOUNTED SPECIMEN FORMERLY IN SANFORD 	voucher elsewhere	1
ON EXHIBIT - N.Y.C. AREA	voucher elsewhere	1
ON EXHIBIT (BIODIVERSITY HALL)	voucher elsewhere	1
ON EXHIBIT NYC AREA	voucher elsewhere	1
ON LOAN	voucher elsewhere	1
ON LOAN - PEABODY	voucher elsewhere	1
ON LOAN (2008-1) TO DAVE LAMP DUQUESNE	voucher elsewhere	1
ON LOAN (2008-1) TO DAVE LAMPE DUQUESNE	voucher elsewhere	1
ON LOAN TO BERNARD THAYER, 27 DEC 1940; NOT RETURN	voucher elsewhere	1
ON LOAN TO DAVE LAMPE, DUQUESNE 2008	voucher elsewhere	1
ON LOAN: KRISTIN WILLIAMS 1999	voucher elsewhere	1
OPEN EXCHANGE DWITH NATIONAL WILDLIFE FEDERATION	voucher elsewhere	1
OPEN EXCHANGE TO NATIONAL WILDLIFE FEDERATION	voucher elsewhere	1
OPEN EXCHANGE TO NATIONAL WILDLIFE REFUGE	voucher elsewhere	1
OPEN EXCHANGE WITH NATIONAL WILDLIFE FED.	voucher elsewhere	1
OPEN EXCHANGE WITH NATIONAL WILDLIFE FEDER.	voucher elsewhere	1
OPEN EXCHANGE WITH NATIONAL WILDLIFE FEDERATION	voucher elsewhere	1
ORIG. LABEL LOST 11/1/65; DUPLICATE LABEL PREPARED		1
PARATYPE		1
PARATYPEEXCHANGED	voucher elsewhere	1
PARATYPEEXCHANGEDEXCHANGEDPARATYPE	voucher elsewhere	1
PARATYPEMISSING	missing	1
PARATYPEON LOAN	voucher elsewhere	1
PARATYPESKELETON		1
PERMANENT LOAN	voucher elsewhere	1
PESENTED TO CORNELL UNIVERSITY, APR 1921	voucher elsewhere	1
PRES, UNIV. OKLAHOMA - SUTTON, MARCH 1953	voucher elsewhere	1
PRES. CHILDREN'S MUS. - BOSTON, JAN 13, 1953 D.F.	voucher elsewhere	1
PRES. CHILDREN'S MUS. BOSTON - JAN 13, 1953	voucher elsewhere	1
PRES. DELAWARE MUSEUM-APRIL/72	voucher elsewhere	1
PRES. ENTOMOLOGY DEPT. JULY, 1951	voucher elsewhere	1
PRES. ENTOMOLOGY DEPT., JULY 1951	voucher elsewhere	1
PRES. IN EXCHANGE TO THE N.Y. SCIENTIFIC SUPPLY CO	voucher elsewhere	1
PRES. PARIS MUSEUM 1949	voucher elsewhere	1
PRES. PARIS MUSEUM, 1949	voucher elsewhere	1
PRES. TO BLAIR, UNIV. TULSA 3-IV-53	voucher elsewhere	1
PRES. TO CENTENARY COLLEG FOR WOMEN, APRIL 1961	voucher elsewhere	1
PRES. TO CENTENARY COLLEGE FOR WOMEN, APRIL 10, 19	voucher elsewhere	1
PRES. TO CHILDREN" MUS, BOSTON JAN 13 1953 J.F.	voucher elsewhere	1
PRES. TO CHILDREN'S MUS., BOSTON, JAN 13, 1953 J.F	voucher elsewhere	1
PRES. TO CHILDREN'S MUSEUM, BOSTON, JAN 13, 1953	voucher elsewhere	1
PRES. TO CHILDREN'S MUSEUM, BOSTON, JUNE 13, 1953 	voucher elsewhere	1
PRES. TO CORNELL UNIV., K.C. PARKES, NOVEMBER 4, 1	voucher elsewhere	1
PRES. TO CRAWFORD GREENEWALT, FEB 1957	voucher elsewhere	1
PRES. TO DEP'T. CONSERVACION DE LA FAUNA SILVESTRE	voucher elsewhere	1
PRES. TO DEPT. CONSERVACION DELA FAUNA SILVESTRE, 	voucher elsewhere	1
PRES. TO DR. S.C. BALL BY DR. L.C. SANFORD, NOV 19	voucher elsewhere	1
PRES. TO DR. STANLEY C. BALL BY DR. L.C. SANFORD N	voucher elsewhere	1
PRES. TO DR. STANLEY C. BALL BY DR. L.C. SANFORD, 	voucher elsewhere	1
PRES. TO DR. STANLEY C. BALL BY DR. L.C. SANFORD-N	voucher elsewhere	1
PRES. TO DR. STANLEY C. BALL BY DR. LEONARD C. SAN	voucher elsewhere	1
PRES. TO DR. STANLEY C. BALL BY DR.L.C. SANFORD, N	voucher elsewhere	1
PRES. TO DR. STANLEY C. BALL BY L.C. SANFORD, NOV 	voucher elsewhere	1
PRES. TO LEO E. MILLER BY THE BRITISH GUIANA MUSEU	voucher elsewhere	1
PRES. TO ORLANDO F. WEBER, JR., FEBRUARY 5, 1940	voucher elsewhere	1
PRES. TO U.S. CUSTOMS DEPT. NEW YORK, FEB 1942	voucher elsewhere	1
PRES. TO U.S. CUSTOMS DEPT., NEW YORK - FEB 1942	voucher elsewhere	1
PRES. TO WESTERN AUSTRALIAN REGIONAL LABORATORY. S	voucher elsewhere	1
PRES. TO WESTERN REGIONAL LABORATORY OF AUSTRALIA 	voucher elsewhere	1
PRES. U. OF OKLA. - SUTTON, MAR '53	voucher elsewhere	1
PRES. UNIV. MINNESOTA, DULUTH BRANCH (P.B HOFSLUND	voucher elsewhere	1
PRES. UNIV. OKLA - SUTTON, 1953	voucher elsewhere	1
PRES. UNIV. OKLAHOMA - SUTTON, MAR 1953	voucher elsewhere	1
PRES. UNIV. OKLAHOMA - SUTTON, MARCH 1953	voucher elsewhere	1
PRES. UNIV. OKLAHOMA-SUTTON, MARCH 1953	voucher elsewhere	1
PRES. UNIV., OKLAHOMA-SUTTON, MARCH 1953	voucher elsewhere	1
PRESENT		1
PRESENT TO CRAWFORD GREENWALT, FEB 1957	voucher elsewhere	1
PRESENTED BY GEO. RUSSELL	in collection	1
PRESENTED ENTOMOLOGY DEPT., JULY 1951	voucher elsewhere	1
PRESENTED IN EXCHANGE TO COLORADO MUSEUM OF NAT. H	voucher elsewhere	1
PRESENTED TO BLAIR UNIV. TULSE MAR 3 1953	voucher elsewhere	1
PRESENTED TO BOSTON CHILDREN'S MUSEUM, 13 JAN 1953	voucher elsewhere	1
PRESENTED TO BRITISH MUSEUM BY T. GILLIARD, OCT 23	voucher elsewhere	1
PRESENTED TO BRITISH MUSEUM BY T. GILLIARD, OCT. 2	voucher elsewhere	1
PRESENTED TO BROOKLYN CHRILDREN'S MUSEUM FOR MOUNT	voucher elsewhere	1
PRESENTED TO BRUCE MUSEUM, GWEENWICH, CONN., AUG. 	voucher elsewhere	1
PRESENTED TO C.E. HELLMAYR, FEB 1907	voucher elsewhere	1
PRESENTED TO CENTENARY COLLEGE FOR WOMEN, HACHAETT	voucher elsewhere	1
PRESENTED TO CHILDREN'S MUS., BOSTON, JAN 13, 1953	voucher elsewhere	1
PRESENTED TO CHILDREN'S MUS., BOSTON, JAN 13,'53 J	voucher elsewhere	1
PRESENTED TO CHILDREN'S MUSEUM - BOSTON 1/13/59	voucher elsewhere	1
PRESENTED TO CHILDREN'S MUSEUM - BOSTON JAN 13, 19	voucher elsewhere	1
PRESENTED TO CHILDREN'S MUSEUM - BOSTON, 13 JAN 19	voucher elsewhere	1
PRESENTED TO CHILDREN'S MUSEUM, BOSTON JAN 13, 195	voucher elsewhere	1
PRESENTED TO CHILDREN'S MUSEUM, BOSTON, 13 JAN 195	voucher elsewhere	1
PRESENTED TO CHILDREN'S MUSEUM, BOSTON, JAN 13 195	voucher elsewhere	1
PRESENTED TO CHILDREN'S MUSEUM, BOSTON, JAN 13, 19	voucher elsewhere	1
PRESENTED TO CHILDREN'S MUSEUM, BOSTON, JAN 13,195	voucher elsewhere	1
PRESENTED TO CHILDREN'S MUSEUM, BOSTON-JAN 13, 195	voucher elsewhere	1
PRESENTED TO CHRILDREN'S MUSEUM-BOSTON, JAN. 13, 1	voucher elsewhere	1
PRESENTED TO CHRILDRN'S MUSEUM, BOSTON, JAN 13, 19	voucher elsewhere	1
PRESENTED TO CORNELL UNIV.	voucher elsewhere	1
PRESENTED TO CORNELL UNIVERSITY , APR 1921	voucher elsewhere	1
PRESENTED TO CORNELL UNIVERSITY APRIL 1921	voucher elsewhere	1
PRESENTED TO CORNELL UNIVERSITY LUNE 8, 1952	voucher elsewhere	1
PRESENTED TO CORNELL UNIVERSITY, APR 1921	voucher elsewhere	1
PRESENTED TO CORNELL UNIVERSITY, APRIL 1921	voucher elsewhere	1
PRESENTED TO COUNT NILS GYLDENSTOLPE, 4 MAR 1947	voucher elsewhere	1
PRESENTED TO CRAUFORD H.GREEN UALT, JUNE 20, 1957	voucher elsewhere	1
PRESENTED TO DELAWARE MUSEUM, APRIL, 1972	voucher elsewhere	1
PRESENTED TO DEPT. OF EDUCATION	voucher elsewhere	1
PRESENTED TO DEPT. OF EDUCATION 7/29/63	voucher elsewhere	1
PRESENTED TO DEPT. OF EDUCATION, 29 JUL 1963	voucher elsewhere	1
PRESENTED TO DR. A. RUSCHI, BRAZILIAN NATIONAL MUS	voucher elsewhere	1
PRESENTED TO DR. DIENZUH-MING, TAIWAN MUSEUM, APRI	voucher elsewhere	1
PRESENTED TO DR. G.P. DEMENTIEV, MOSCOW, U.S.S.R.,	voucher elsewhere	1
PRESENTED TO DR. HELMUT SICK, NOV 1970	voucher elsewhere	1
PRESENTED TO DR. HELMUT SICK, NOVEMBER 1930	voucher elsewhere	1
PRESENTED TO DR. L.C. SANFORD	voucher elsewhere	1
PRESENTED TO DR. RUSCHI, BRAZ. NAT. MUSEUM, 11/22/	voucher elsewhere	1
PRESENTED TO DR. STANLEY C. BALL BY L.C. SANFORD, 	voucher elsewhere	1
PRESENTED TO DR. WILLIAM H. PHELPS, NOVEMBER, 1960	voucher elsewhere	1
PRESENTED TO EDUCATION DEPT. FOR US IN ARMY MUSEUM	voucher elsewhere	1
PRESENTED TO EDUCATION DEPT. FOR USE IN ARMY MUSEU	voucher elsewhere	1
PRESENTED TO F.T. DAVISON	voucher elsewhere	1
PRESENTED TO F.T. PAVISON	voucher elsewhere	1
PRESENTED TO FISH & WILDLIFE SERVICE	voucher elsewhere	1
PRESENTED TO FLORIDA STATE UNIVERSITY, TALLAHASSEE	voucher elsewhere	1
PRESENTED TO G.H. THAYER BY MR. YARWOOD	voucher elsewhere	1
PRESENTED TO HUNTER COLLEGE	voucher elsewhere	1
PRESENTED TO IRAQ NATURAL HISTORY MUSEUM, 1951	voucher elsewhere	1
PRESENTED TO J.G. WILLIAM, CORYNDOM MUSEUM, AFRICA	voucher elsewhere	1
PRESENTED TO J.G. WILLIAMS, CORYNDOM MUSEUM, AFRIC	voucher elsewhere	1
PRESENTED TO J.G. WILLIAMS, CORYNDON MUSEUM, AFRIC	voucher elsewhere	1
PRESENTED TO LACHUTE HIGH SCHOOL, QUEBEC	voucher elsewhere	1
PRESENTED TO M[ILLEG]. CRAUFORD H. GREEN[ILLEG]ALT	voucher elsewhere	1
PRESENTED TO MICHIGAN ST. UNIV.	voucher elsewhere	1
PRESENTED TO MR. CRAUFORD H. GREENUALT, JUNE 20, 1	voucher elsewhere	1
PRESENTED TO MR. CRAUFORD H. GREENUALT, JUNE 20,19	voucher elsewhere	1
PRESENTED TO MR. CRAUFORD H. GREENWALT, JUNE 20, 1	voucher elsewhere	1
PRESENTED TO MR. CRAWFORD H. GREENWALT, 20 JUN 195	voucher elsewhere	1
PRESENTED TO MR. CRAWFORD H. GREENWALT, JUNE 20, 1	voucher elsewhere	1
PRESENTED TO MR. CRAWFORD H. GREENWALT, JUNE 20TH 	voucher elsewhere	1
PRESENTED TO MR. CREUFORD H. GREENWALT, JUNE 20, 1	voucher elsewhere	1
PRESENTED TO MUSEE DE CONGO BELGUE, FEB. 23, 1930	voucher elsewhere	1
PRESENTED TO PARIS MUSEUM 1949	voucher elsewhere	1
PRESENTED TO PEABODY MUSEUM, JUN 1951	voucher elsewhere	1
PRESENTED TO ROOSEVELT MEMORIAL ASSOC. AUG. 1923	voucher elsewhere	1
PRESENTED TO ROOSEVELT MEMORIAL ASSOC. JUYLY 1924	voucher elsewhere	1
PRESENTED TO RUTGERS UNIVERSITY, 1961	voucher elsewhere	1
PRESENTED TO RUTGES UNIVERSITY-1961	voucher elsewhere	1
PRESENTED TO THE ACADEMY OF NATURAL SCIENCES, PHIL	voucher elsewhere	1
PRESENTED TO THE BRITISH MUSEUM, MAY 1938	voucher elsewhere	1
PRESENTED TO THE BRITISH MUSEUM, MAY 4, 1938.	voucher elsewhere	1
PRESENTED TO THE U.S. CUSTOMS (MR. JOHN BULL), APR	voucher elsewhere	1
PRESENTED TO THE U.S. FISH & WILDLIFE SERVICE, WAS	voucher elsewhere	1
PRESENTED TO THE UNION CO. PARK COMMISSION, MAY 19	voucher elsewhere	1
PRESENTED TO U.S. CUSOMS DEPT. NEW YORK FEB. 1942	voucher elsewhere	1
PRESENTED TO U.S. CUSTOMS DEPT., NEW YORK - FEB. 1	voucher elsewhere	1
PRESENTED TO U.S. CUSTOMS DEPT., NEW YORK-FEB 1942	voucher elsewhere	1
PRESENTED TO U.S. CUSTOMS, 1 SEP 1943	voucher elsewhere	1
PRESENTED TO U.S. CUSTOMS, HERBERT GELLER, MAY 16,	voucher elsewhere	1
PRESENTED TO WH. H. PHELPS, DEC. 26, 1956	voucher elsewhere	1
PRESENTED-DELAWARE MUSEUM, APRIL/72	voucher elsewhere	1
PRESENTED-WELLINGTON MUS., NEW ZEALAND-JUNE 7, 196	voucher elsewhere	1
PROBLEM SHEET NUMBER		1
PS		1
PURCHASED OF F.W. URICH	in collection	1
PURCHASED OF JOHN H. WISE	in collection	1
QUEENSLAND MUS. AUSTRALIA, EXCH. TO: D.P. VEYNON -	voucher elsewhere	1
REC' FROM A.B. LOUNSBERRY	in collection	1
REC' FROM JOHN F. DELANEY	in collection	1
REC'D EXCH. ACAD. NAT. SCI. OCT 1938	voucher elsewhere	1
REC'D EXCH. CARNEGIE MUS. MAR. 1939	voucher elsewhere	1
REC'D EXCH. NEWARK MUS. MAR. 1939	voucher elsewhere	1
REC'D FROZEN LEADEN HALL MARKET, 1903	in collection	1
RECEIVED EXCH. NATIONAL MUSEUM, S. RHODESIA, DEC. 	voucher elsewhere	1
RECEIVED FROM BRONX PARK	in collection	1
RECEIVED FROM CHAS. F. DENLEY	in collection	1
REMOVED FROM DISPLAY AND RETURNED TO COLLECTION IN	in collection	1
REPO BY KNM	voucher elsewhere	1
RETURNED - AUGUST 2002	voucher elsewhere	1
RETURNED TO APOLINAR MARIA, JULY 1920	voucher elsewhere	1
RETURNED TO BISHOP MUSEUM, JULY 1975	in collection	1
RETURNED TO COLLECTION - 1/5/87	in collection	1
RETURNED TO COLLECTION - 1/87	in collection	1
RETURNED TO COLLECTION - 9/83, N.Y.C. AREA EXHIBIT	in collection	1
RETURNED TO COLLECTION - AUGUST 1996	in collection	1
RETURNED TO COLLECTION 1/87	in collection	1
RETURNED TO COLLECTION -1/87	in collection	1
RETURNED TO COLLECTION, 1-87	in collection	1
RETURNED TO COLLECTION, MARCH 1986	in collection	1
RETURNED TO COLLECTION-1/87	in collection	1
RETURNED TO COLLECTION-2/87	in collection	1
RETURNED TO J.H. FLEMING 358 YOUNG ST. TORONTO CAN	voucher elsewhere	1
REUNITED		1
RICH IN EXCHANGE FROM ALLAN BROOKS, 1935	voucher elsewhere	1
SAMPLE SKIN SENT TO J.T.Z.		1
SEN IN EXCHANGE TO EDWIN ASHBY, AUSTRALIA	voucher elsewhere	1
SENT ALIVE , MARQUERAS IS. TO SAN FRANCISCO		1
SENT AS A GIFT FROM DR. SANFORD TO COLONEL MEINERT	voucher elsewhere	1
SENT AS A GIFT TO COL. MEINERTZHAGEN FROM L.C.S., 	voucher elsewhere	1
SENT AS A GIFT TO COLONEL MEINERTZHAGEN FROM L.C.S	voucher elsewhere	1
